Crop,District,Date,Price
Cotton,Raichur,2026-02-23,100.18
Cotton,Kalaburagi,2026-02-23,97.76
Cotton,Yadgir,2026-02-23,82.32
Cotton,Bidar,2026-02-23,102.22
Cotton,Vijayapura,2026-02-23,94.62
Cotton,Bagalkot,2026-02-23,95.17
Cotton,Belagavi,2026-02-23,82.11
Cotton,Dharwad,2026-02-23,94.05
Cotton,Gadag,2026-02-23,84.3
Cotton,Haveri,2026-02-23,90.0
Sugarcane,Bangalore Urban,2026-02-23,8.39
Sugarcane,Bangalore Rural,2026-02-23,7.12
Sugarcane,Mysuru,2026-02-23,8.07
Sugarcane,Mandya,2026-02-23,7.82
Sugarcane,Tumakuru,2026-02-23,8.44
Sugarcane,Kolar,2026-02-23,6.69
Sugarcane,Chikkaballapur,2026-02-23,7.07
Sugarcane,Ramanagara,2026-02-23,7.11
Sugarcane,Hassan,2026-02-23,8.46
Sugarcane,Chikkamagaluru,2026-02-23,7.58
Sugarcane,Kodagu,2026-02-23,8.85
Sugarcane,Dakshina Kannada,2026-02-23,8.64
Sugarcane,Udupi,2026-02-23,7.23
Sugarcane,Uttara Kannada,2026-02-23,6.84
Sugarcane,Shivamogga,2026-02-23,8.18
Sugarcane,Davangere,2026-02-23,7.43
Sugarcane,Chitradurga,2026-02-23,8.7
Sugarcane,Ballari,2026-02-23,7.94
Sugarcane,Koppal,2026-02-23,8.97
Sugarcane,Raichur,2026-02-23,8.15
Sugarcane,Kalaburagi,2026-02-23,8.05
Sugarcane,Yadgir,2026-02-23,8.24
Sugarcane,Bidar,2026-02-23,9.26
Sugarcane,Vijayapura,2026-02-23,8.95
Sugarcane,Bagalkot,2026-02-23,8.26
Sugarcane,Belagavi,2026-02-23,7.35
Sugarcane,Dharwad,2026-02-23,7.41
Sugarcane,Gadag,2026-02-23,7.91
Sugarcane,Haveri,2026-02-23,8.15
Maize,Bangalore Urban,2026-02-23,25.43
Maize,Bangalore Rural,2026-02-23,32.57
Maize,Mysuru,2026-02-23,29.12
Maize,Mandya,2026-02-23,25.92
Maize,Tumakuru,2026-02-23,29.68
Maize,Kolar,2026-02-23,31.08
Maize,Chikkaballapur,2026-02-23,30.02
Maize,Ramanagara,2026-02-23,22.55
Maize,Hassan,2026-02-23,26.85
Maize,Chikkamagaluru,2026-02-23,27.36
Maize,Kodagu,2026-02-23,27.89
Maize,Dakshina Kannada,2026-02-23,28.4
Maize,Udupi,2026-02-23,32.28
Maize,Uttara Kannada,2026-02-23,27.23
Maize,Shivamogga,2026-02-23,32.91
Maize,Davangere,2026-02-23,31.15
Maize,Chitradurga,2026-02-23,32.59
Maize,Ballari,2026-02-23,28.41
Maize,Koppal,2026-02-23,28.77
Maize,Raichur,2026-02-23,29.98
Maize,Kalaburagi,2026-02-23,30.09
Maize,Yadgir,2026-02-23,26.71
Maize,Bidar,2026-02-23,27.36
Maize,Vijayapura,2026-02-23,25.2
Maize,Bagalkot,2026-02-23,25.85
Maize,Belagavi,2026-02-23,26.75
Maize,Dharwad,2026-02-23,29.63
Maize,Gadag,2026-02-23,31.55
Maize,Haveri,2026-02-23,28.76
Rice,Bangalore Urban,2026-02-23,35.63
Rice,Bangalore Rural,2026-02-23,33.87
Rice,Mysuru,2026-02-23,34.12
Rice,Mandya,2026-02-23,40.44
Rice,Tumakuru,2026-02-23,42.56
Rice,Kolar,2026-02-23,37.37
Rice,Chikkaballapur,2026-02-23,36.63
Rice,Ramanagara,2026-02-23,39.54
Rice,Hassan,2026-02-23,40.51
Rice,Chikkamagaluru,2026-02-23,35.76
Rice,Kodagu,2026-02-23,34.13
Rice,Dakshina Kannada,2026-02-23,37.22
Rice,Udupi,2026-02-23,38.48
Rice,Uttara Kannada,2026-02-23,35.97
Rice,Shivamogga,2026-02-23,36.21
Rice,Davangere,2026-02-23,39.36
Rice,Chitradurga,2026-02-23,39.43
Rice,Ballari,2026-02-23,37.8
Rice,Koppal,2026-02-23,42.96
Rice,Raichur,2026-02-23,35.81
Rice,Kalaburagi,2026-02-23,34.22
Rice,Yadgir,2026-02-23,40.2
Rice,Bidar,2026-02-23,31.42
Rice,Vijayapura,2026-02-23,41.62
Rice,Bagalkot,2026-02-23,41.96
Rice,Belagavi,2026-02-23,34.23
Rice,Dharwad,2026-02-23,36.34
Rice,Gadag,2026-02-23,32.89
Rice,Haveri,2026-02-23,38.5
Wheat,Bangalore Urban,2026-02-23,32.83
Wheat,Bangalore Rural,2026-02-23,37.76
Wheat,Mysuru,2026-02-23,36.76
Wheat,Mandya,2026-02-23,34.55
Wheat,Tumakuru,2026-02-23,34.92
Wheat,Kolar,2026-02-23,32.63
Wheat,Chikkaballapur,2026-02-23,30.56
Wheat,Ramanagara,2026-02-23,31.31
Wheat,Hassan,2026-02-23,32.31
Wheat,Chikkamagaluru,2026-02-23,35.18
Wheat,Kodagu,2026-02-23,33.65
Wheat,Dakshina Kannada,2026-02-23,33.21
Wheat,Udupi,2026-02-23,32.21
Wheat,Uttara Kannada,2026-02-23,30.14
Wheat,Shivamogga,2026-02-23,35.36
Wheat,Davangere,2026-02-23,31.12
Wheat,Chitradurga,2026-02-23,28.04
Wheat,Ballari,2026-02-23,32.06
Wheat,Koppal,2026-02-23,34.82
Wheat,Raichur,2026-02-23,37.24
Wheat,Kalaburagi,2026-02-23,30.3
Wheat,Yadgir,2026-02-23,37.64
Wheat,Bidar,2026-02-23,30.05
Wheat,Vijayapura,2026-02-23,25.05
Wheat,Bagalkot,2026-02-23,36.16
Wheat,Belagavi,2026-02-23,28.73
Wheat,Dharwad,2026-02-23,31.51
Wheat,Gadag,2026-02-23,35.26
Wheat,Haveri,2026-02-23,32.6
Ragi,Bangalore Urban,2026-02-23,40.32
Ragi,Bangalore Rural,2026-02-23,36.86
Ragi,Mysuru,2026-02-23,43.38
Ragi,Mandya,2026-02-23,40.6
Ragi,Tumakuru,2026-02-23,45.81
Ragi,Kolar,2026-02-23,39.41
Ragi,Chikkaballapur,2026-02-23,41.94
Ragi,Ramanagara,2026-02-23,42.3
Ragi,Hassan,2026-02-23,40.23
Ragi,Chikkamagaluru,2026-02-23,43.4
Ragi,Kodagu,2026-02-23,42.81
Ragi,Dakshina Kannada,2026-02-23,39.37
Ragi,Udupi,2026-02-23,37.62
Ragi,Uttara Kannada,2026-02-23,36.43
Ragi,Shivamogga,2026-02-23,33.51
Ragi,Davangere,2026-02-23,38.66
Ragi,Chitradurga,2026-02-23,41.02
Ragi,Ballari,2026-02-23,38.63
Ragi,Koppal,2026-02-23,36.08
Ragi,Raichur,2026-02-23,41.4
Ragi,Kalaburagi,2026-02-23,37.27
Ragi,Yadgir,2026-02-23,35.6
Ragi,Bidar,2026-02-23,38.39
Ragi,Vijayapura,2026-02-23,37.45
Ragi,Bagalkot,2026-02-23,41.06
Ragi,Belagavi,2026-02-23,40.87
Ragi,Dharwad,2026-02-23,41.54
Ragi,Gadag,2026-02-23,39.64
Ragi,Haveri,2026-02-23,34.8
Groundnut,Bangalore Urban,2026-02-23,76.35
Groundnut,Bangalore Rural,2026-02-23,79.15
Groundnut,Mysuru,2026-02-23,82.77
Groundnut,Mandya,2026-02-23,69.41
Groundnut,Tumakuru,2026-02-23,65.87
Groundnut,Kolar,2026-02-23,66.99
Groundnut,Chikkaballapur,2026-02-23,70.42
Groundnut,Ramanagara,2026-02-23,71.25
Groundnut,Hassan,2026-02-23,76.1
Groundnut,Chikkamagaluru,2026-02-23,70.77
Groundnut,Kodagu,2026-02-23,64.33
Groundnut,Dakshina Kannada,2026-02-23,70.69
Groundnut,Udupi,2026-02-23,63.27
Groundnut,Uttara Kannada,2026-02-23,83.24
Groundnut,Shivamogga,2026-02-23,65.07
Groundnut,Davangere,2026-02-23,67.15
Groundnut,Chitradurga,2026-02-23,72.93
Groundnut,Ballari,2026-02-23,78.83
Groundnut,Koppal,2026-02-23,64.92
Groundnut,Raichur,2026-02-23,69.72
Groundnut,Kalaburagi,2026-02-23,76.89
Groundnut,Yadgir,2026-02-23,62.3
Groundnut,Bidar,2026-02-23,74.19
Groundnut,Vijayapura,2026-02-23,69.58
Groundnut,Bagalkot,2026-02-23,72.6
Groundnut,Belagavi,2026-02-23,67.61
Groundnut,Dharwad,2026-02-23,75.01
Groundnut,Gadag,2026-02-23,66.93
Groundnut,Haveri,2026-02-23,73.48
Sunflower,Bangalore Urban,2026-02-23,47.98
Sunflower,Bangalore Rural,2026-02-23,63.57
Sunflower,Mysuru,2026-02-23,60.56
Sunflower,Mandya,2026-02-23,54.13
Sunflower,Tumakuru,2026-02-23,56.37
Sunflower,Kolar,2026-02-23,64.52
Sunflower,Chikkaballapur,2026-02-23,60.67
Sunflower,Ramanagara,2026-02-23,60.23
Sunflower,Hassan,2026-02-23,53.49
Sunflower,Chikkamagaluru,2026-02-23,57.78
Sunflower,Kodagu,2026-02-23,60.89
Sunflower,Dakshina Kannada,2026-02-23,59.95
Sunflower,Udupi,2026-02-23,64.64
Sunflower,Uttara Kannada,2026-02-23,52.26
Sunflower,Shivamogga,2026-02-23,58.8
Sunflower,Davangere,2026-02-23,63.25
Sunflower,Chitradurga,2026-02-23,57.71
Sunflower,Ballari,2026-02-23,62.44
Sunflower,Koppal,2026-02-23,56.63
Sunflower,Raichur,2026-02-23,72.53
Sunflower,Kalaburagi,2026-02-23,69.98
Sunflower,Yadgir,2026-02-23,57.92
Sunflower,Bidar,2026-02-23,58.09
Sunflower,Vijayapura,2026-02-23,60.89
Sunflower,Bagalkot,2026-02-23,66.23
Sunflower,Belagavi,2026-02-23,66.42
Sunflower,Dharwad,2026-02-23,51.7
Sunflower,Gadag,2026-02-23,62.36
Sunflower,Haveri,2026-02-23,71.17
Turmeric,Bangalore Urban,2026-02-23,158.98
Turmeric,Bangalore Rural,2026-02-23,179.36
Turmeric,Mysuru,2026-02-23,175.89
Turmeric,Mandya,2026-02-23,174.64
Turmeric,Tumakuru,2026-02-23,189.38
Turmeric,Kolar,2026-02-23,185.86
Turmeric,Chikkaballapur,2026-02-23,170.71
Turmeric,Ramanagara,2026-02-23,204.31
Turmeric,Hassan,2026-02-23,168.06
Turmeric,Chikkamagaluru,2026-02-23,196.12
Turmeric,Kodagu,2026-02-23,211.89
Turmeric,Dakshina Kannada,2026-02-23,188.92
Turmeric,Udupi,2026-02-23,168.41
Turmeric,Uttara Kannada,2026-02-23,198.74
Turmeric,Shivamogga,2026-02-23,173.14
Turmeric,Davangere,2026-02-23,190.79
Turmeric,Chitradurga,2026-02-23,180.11
Turmeric,Ballari,2026-02-23,172.74
Turmeric,Koppal,2026-02-23,198.86
Turmeric,Raichur,2026-02-23,172.83
Turmeric,Kalaburagi,2026-02-23,197.52
Turmeric,Yadgir,2026-02-23,160.4
Turmeric,Bidar,2026-02-23,209.08
Turmeric,Vijayapura,2026-02-23,156.3
Turmeric,Bagalkot,2026-02-23,209.26
Turmeric,Belagavi,2026-02-23,170.11
Turmeric,Dharwad,2026-02-23,192.96
Turmeric,Gadag,2026-02-23,184.02
Turmeric,Haveri,2026-02-23,207.58
Ginger,Bangalore Urban,2026-02-23,209.61
Ginger,Bangalore Rural,2026-02-23,228.72
Ginger,Mysuru,2026-02-23,231.34
Ginger,Mandya,2026-02-23,212.54
Ginger,Tumakuru,2026-02-23,189.83
Ginger,Kolar,2026-02-23,207.66
Ginger,Chikkaballapur,2026-02-23,230.23
Ginger,Ramanagara,2026-02-23,249.96
Ginger,Hassan,2026-02-23,192.48
Ginger,Chikkamagaluru,2026-02-23,233.17
Ginger,Kodagu,2026-02-23,198.54
Ginger,Dakshina Kannada,2026-02-23,203.95
Ginger,Udupi,2026-02-23,218.88
Ginger,Uttara Kannada,2026-02-23,205.94
Ginger,Shivamogga,2026-02-23,223.42
Ginger,Davangere,2026-02-23,205.79
Ginger,Chitradurga,2026-02-23,198.22
Ginger,Ballari,2026-02-23,199.52
Ginger,Koppal,2026-02-23,223.39
Ginger,Raichur,2026-02-23,214.83
Ginger,Kalaburagi,2026-02-23,238.13
Ginger,Yadgir,2026-02-23,221.44
Ginger,Bidar,2026-02-23,215.06
Ginger,Vijayapura,2026-02-23,231.12
Ginger,Bagalkot,2026-02-23,245.96
Ginger,Belagavi,2026-02-23,228.53
Ginger,Dharwad,2026-02-23,219.28
Ginger,Gadag,2026-02-23,204.66
Ginger,Haveri,2026-02-23,234.61
Tomato,Bangalore Urban,2026-02-24,53.11
Tomato,Bangalore Rural,2026-02-24,54.46
Tomato,Mysuru,2026-02-24,50.16
Tomato,Mandya,2026-02-24,53.91
Tomato,Tumakuru,2026-02-24,52.84
Tomato,Kolar,2026-02-24,50.88
Tomato,Chikkaballapur,2026-02-24,56.68
Tomato,Ramanagara,2026-02-24,53.07
Tomato,Hassan,2026-02-24,51.82
Tomato,Chikkamagaluru,2026-02-24,48.64
Tomato,Kodagu,2026-02-24,47.42
Tomato,Dakshina Kannada,2026-02-24,49.84
Tomato,Udupi,2026-02-24,41.86
Tomato,Uttara Kannada,2026-02-24,48.7
Tomato,Shivamogga,2026-02-24,56.01
Tomato,Davangere,2026-02-24,46.94
Tomato,Chitradurga,2026-02-24,58.86
Tomato,Ballari,2026-02-24,48.03
Tomato,Koppal,2026-02-24,49.07
Tomato,Raichur,2026-02-24,58.11
Tomato,Kalaburagi,2026-02-24,51.08
Tomato,Yadgir,2026-02-24,54.78
Tomato,Bidar,2026-02-24,48.42
Tomato,Vijayapura,2026-02-24,50.54
Tomato,Bagalkot,2026-02-24,51.12
Tomato,Belagavi,2026-02-24,45.1
Tomato,Dharwad,2026-02-24,50.84
Tomato,Gadag,2026-02-24,54.7
Tomato,Haveri,2026-02-24,47.03
Onion,Bangalore Urban,2026-02-24,39.4
Onion,Bangalore Rural,2026-02-24,36.16
Onion,Mysuru,2026-02-24,42.61
Onion,Mandya,2026-02-24,38.49
Onion,Tumakuru,2026-02-24,38.78
Onion,Kolar,2026-02-24,39.67
Onion,Chikkaballapur,2026-02-24,44.03
Onion,Ramanagara,2026-02-24,42.98
Onion,Hassan,2026-02-24,39.63
Onion,Chikkamagaluru,2026-02-24,44.13
Onion,Kodagu,2026-02-24,46.66
Onion,Dakshina Kannada,2026-02-24,40.72
Onion,Udupi,2026-02-24,43.32
Onion,Uttara Kannada,2026-02-24,41.99
Onion,Shivamogga,2026-02-24,45.83
Onion,Davangere,2026-02-24,34.65
Onion,Chitradurga,2026-02-24,40.34
Onion,Ballari,2026-02-24,36.8
Onion,Koppal,2026-02-24,47.67
Onion,Raichur,2026-02-24,35.29
Onion,Kalaburagi,2026-02-24,43.84
Onion,Yadgir,2026-02-24,39.31
Onion,Bidar,2026-02-24,38.38
Onion,Vijayapura,2026-02-24,37.21
Onion,Bagalkot,2026-02-24,38.13
Onion,Belagavi,2026-02-24,41.35
Onion,Dharwad,2026-02-24,48.48
Onion,Gadag,2026-02-24,47.9
Onion,Haveri,2026-02-24,42.43
Potato,Bangalore Urban,2026-02-24,34.54
Potato,Bangalore Rural,2026-02-24,34.78
Potato,Mysuru,2026-02-24,37.88
Potato,Mandya,2026-02-24,38.86
Potato,Tumakuru,2026-02-24,34.29
Potato,Kolar,2026-02-24,37.3
Potato,Chikkaballapur,2026-02-24,37.18
Potato,Ramanagara,2026-02-24,33.14
Potato,Hassan,2026-02-24,36.24
Potato,Chikkamagaluru,2026-02-24,38.86
Potato,Kodagu,2026-02-24,35.36
Potato,Dakshina Kannada,2026-02-24,35.25
Potato,Udupi,2026-02-24,40.46
Potato,Uttara Kannada,2026-02-24,33.42
Potato,Shivamogga,2026-02-24,41.03
Potato,Davangere,2026-02-24,36.3
Potato,Chitradurga,2026-02-24,39.68
Potato,Ballari,2026-02-24,37.92
Potato,Koppal,2026-02-24,33.92
Potato,Raichur,2026-02-24,37.76
Potato,Kalaburagi,2026-02-24,40.5
Potato,Yadgir,2026-02-24,36.3
Potato,Bidar,2026-02-24,37.1
Potato,Vijayapura,2026-02-24,41.82
Potato,Bagalkot,2026-02-24,40.29
Potato,Belagavi,2026-02-24,37.36
Potato,Dharwad,2026-02-24,38.47
Potato,Gadag,2026-02-24,38.03
Potato,Haveri,2026-02-24,31.21
Chilli,Bangalore Urban,2026-02-24,161.54
Chilli,Bangalore Rural,2026-02-24,150.52
Chilli,Mysuru,2026-02-24,155.74
Chilli,Mandya,2026-02-24,144.32
Chilli,Tumakuru,2026-02-24,164.67
Chilli,Kolar,2026-02-24,172.51
Chilli,Chikkaballapur,2026-02-24,169.62
Chilli,Ramanagara,2026-02-24,151.68
Chilli,Hassan,2026-02-24,158.31
Chilli,Chikkamagaluru,2026-02-24,163.69
Chilli,Kodagu,2026-02-24,161.53
Chilli,Dakshina Kannada,2026-02-24,160.67
Chilli,Udupi,2026-02-24,156.02
Chilli,Uttara Kannada,2026-02-24,147.77
Chilli,Shivamogga,2026-02-24,166.33
Chilli,Davangere,2026-02-24,157.42
Chilli,Chitradurga,2026-02-24,168.1
Chilli,Ballari,2026-02-24,139.79
Chilli,Koppal,2026-02-24,157.65
Chilli,Raichur,2026-02-24,162.83
Chilli,Kalaburagi,2026-02-24,136.44
Chilli,Yadgir,2026-02-24,153.52
Chilli,Bidar,2026-02-24,168.12
Chilli,Vijayapura,2026-02-24,158.12
Chilli,Bagalkot,2026-02-24,181.08
Chilli,Belagavi,2026-02-24,131.89
Chilli,Dharwad,2026-02-24,146.58
Chilli,Gadag,2026-02-24,122.62
Chilli,Haveri,2026-02-24,137.07
Beans,Bangalore Urban,2026-02-24,85.46
Beans,Bangalore Rural,2026-02-24,77.08
Beans,Mysuru,2026-02-24,73.51
Beans,Mandya,2026-02-24,78.18
Beans,Tumakuru,2026-02-24,77.55
Beans,Kolar,2026-02-24,78.67
Beans,Chikkaballapur,2026-02-24,80.35
Beans,Ramanagara,2026-02-24,83.81
Beans,Hassan,2026-02-24,86.63
Beans,Chikkamagaluru,2026-02-24,92.14
Beans,Kodagu,2026-02-24,70.67
Beans,Dakshina Kannada,2026-02-24,83.18
Beans,Udupi,2026-02-24,80.61
Beans,Uttara Kannada,2026-02-24,75.35
Beans,Shivamogga,2026-02-24,80.67
Beans,Davangere,2026-02-24,76.21
Beans,Chitradurga,2026-02-24,89.35
Beans,Ballari,2026-02-24,81.49
Beans,Koppal,2026-02-24,84.38
Beans,Raichur,2026-02-24,85.7
Beans,Kalaburagi,2026-02-24,80.21
Beans,Yadgir,2026-02-24,79.8
Beans,Bidar,2026-02-24,69.89
Beans,Vijayapura,2026-02-24,78.77
Beans,Bagalkot,2026-02-24,75.95
Beans,Belagavi,2026-02-24,72.77
Beans,Dharwad,2026-02-24,77.06
Beans,Gadag,2026-02-24,84.08
Beans,Haveri,2026-02-24,81.26
Cabbage,Bangalore Urban,2026-02-24,35.2
Cabbage,Bangalore Rural,2026-02-24,34.37
Cabbage,Mysuru,2026-02-24,38.23
Cabbage,Mandya,2026-02-24,35.6
Cabbage,Tumakuru,2026-02-24,33.42
Cabbage,Kolar,2026-02-24,42.16
Cabbage,Chikkaballapur,2026-02-24,32.31
Cabbage,Ramanagara,2026-02-24,30.48
Cabbage,Hassan,2026-02-24,32.01
Cabbage,Chikkamagaluru,2026-02-24,30.74
Cabbage,Kodagu,2026-02-24,33.41
Cabbage,Dakshina Kannada,2026-02-24,35.0
Cabbage,Udupi,2026-02-24,31.15
Cabbage,Uttara Kannada,2026-02-24,30.19
Cabbage,Shivamogga,2026-02-24,35.82
Cabbage,Davangere,2026-02-24,29.87
Cabbage,Chitradurga,2026-02-24,35.13
Cabbage,Ballari,2026-02-24,34.74
Cabbage,Koppal,2026-02-24,32.08
Cabbage,Raichur,2026-02-24,34.62
Cabbage,Kalaburagi,2026-02-24,32.46
Cabbage,Yadgir,2026-02-24,36.53
Cabbage,Bidar,2026-02-24,31.99
Cabbage,Vijayapura,2026-02-24,34.96
Cabbage,Bagalkot,2026-02-24,35.69
Cabbage,Belagavi,2026-02-24,38.61
Cabbage,Dharwad,2026-02-24,39.16
Cabbage,Gadag,2026-02-24,35.56
Cabbage,Haveri,2026-02-24,30.94
Cauliflower,Bangalore Urban,2026-02-24,42.48
Cauliflower,Bangalore Rural,2026-02-24,43.59
Cauliflower,Mysuru,2026-02-24,45.96
Cauliflower,Mandya,2026-02-24,39.51
Cauliflower,Tumakuru,2026-02-24,46.4
Cauliflower,Kolar,2026-02-24,44.5
Cauliflower,Chikkaballapur,2026-02-24,49.2
Cauliflower,Ramanagara,2026-02-24,46.9
Cauliflower,Hassan,2026-02-24,40.78
Cauliflower,Chikkamagaluru,2026-02-24,47.02
Cauliflower,Kodagu,2026-02-24,40.51
Cauliflower,Dakshina Kannada,2026-02-24,45.12
Cauliflower,Udupi,2026-02-24,46.45
Cauliflower,Uttara Kannada,2026-02-24,47.17
Cauliflower,Shivamogga,2026-02-24,44.77
Cauliflower,Davangere,2026-02-24,51.77
Cauliflower,Chitradurga,2026-02-24,42.39
Cauliflower,Ballari,2026-02-24,38.63
Cauliflower,Koppal,2026-02-24,47.22
Cauliflower,Raichur,2026-02-24,42.19
Cauliflower,Kalaburagi,2026-02-24,43.32
Cauliflower,Yadgir,2026-02-24,48.66
Cauliflower,Bidar,2026-02-24,43.5
Cauliflower,Vijayapura,2026-02-24,49.03
Cauliflower,Bagalkot,2026-02-24,41.95
Cauliflower,Belagavi,2026-02-24,50.2
Cauliflower,Dharwad,2026-02-24,45.86
Cauliflower,Gadag,2026-02-24,45.27
Cauliflower,Haveri,2026-02-24,42.59
Carrot,Bangalore Urban,2026-02-24,52.39
Carrot,Bangalore Rural,2026-02-24,56.46
Carrot,Mysuru,2026-02-24,55.25
Carrot,Mandya,2026-02-24,58.72
Carrot,Tumakuru,2026-02-24,52.08
Carrot,Kolar,2026-02-24,58.25
Carrot,Chikkaballapur,2026-02-24,48.6
Carrot,Ramanagara,2026-02-24,54.86
Carrot,Hassan,2026-02-24,53.91
Carrot,Chikkamagaluru,2026-02-24,50.15
Carrot,Kodagu,2026-02-24,53.97
Carrot,Dakshina Kannada,2026-02-24,60.0
Carrot,Udupi,2026-02-24,49.22
Carrot,Uttara Kannada,2026-02-24,54.75
Carrot,Shivamogga,2026-02-24,46.06
Carrot,Davangere,2026-02-24,48.34
Carrot,Chitradurga,2026-02-24,48.38
Carrot,Ballari,2026-02-24,57.6
Carrot,Koppal,2026-02-24,50.23
Carrot,Raichur,2026-02-24,51.34
Carrot,Kalaburagi,2026-02-24,46.78
Carrot,Yadgir,2026-02-24,50.08
Carrot,Bidar,2026-02-24,53.45
Carrot,Vijayapura,2026-02-24,49.93
Carrot,Bagalkot,2026-02-24,53.32
Carrot,Belagavi,2026-02-24,55.53
Carrot,Dharwad,2026-02-24,50.81
Carrot,Gadag,2026-02-24,56.27
Carrot,Haveri,2026-02-24,52.98
Brinjal,Bangalore Urban,2026-02-24,50.79
Brinjal,Bangalore Rural,2026-02-24,56.02
Brinjal,Mysuru,2026-02-24,53.64
Brinjal,Mandya,2026-02-24,55.7
Brinjal,Tumakuru,2026-02-24,60.1
Brinjal,Kolar,2026-02-24,56.22
Brinjal,Chikkaballapur,2026-02-24,51.17
Brinjal,Ramanagara,2026-02-24,48.76
Brinjal,Hassan,2026-02-24,50.31
Brinjal,Chikkamagaluru,2026-02-24,60.42
Brinjal,Kodagu,2026-02-24,47.05
Brinjal,Dakshina Kannada,2026-02-24,58.71
Brinjal,Udupi,2026-02-24,49.87
Brinjal,Uttara Kannada,2026-02-24,50.66
Brinjal,Shivamogga,2026-02-24,56.46
Brinjal,Davangere,2026-02-24,67.01
Brinjal,Chitradurga,2026-02-24,55.55
Brinjal,Ballari,2026-02-24,59.4
Brinjal,Koppal,2026-02-24,60.48
Brinjal,Raichur,2026-02-24,54.99
Brinjal,Kalaburagi,2026-02-24,52.08
Brinjal,Yadgir,2026-02-24,55.99
Brinjal,Bidar,2026-02-24,54.22
Brinjal,Vijayapura,2026-02-24,48.89
Brinjal,Bagalkot,2026-02-24,57.1
Brinjal,Belagavi,2026-02-24,60.83
Brinjal,Dharwad,2026-02-24,51.25
Brinjal,Gadag,2026-02-24,61.03
Brinjal,Haveri,2026-02-24,61.15
Capsicum,Bangalore Urban,2026-02-24,108.97
Capsicum,Bangalore Rural,2026-02-24,107.23
Capsicum,Mysuru,2026-02-24,122.95
Capsicum,Mandya,2026-02-24,103.16
Capsicum,Tumakuru,2026-02-24,123.97
Capsicum,Kolar,2026-02-24,115.46
Capsicum,Chikkaballapur,2026-02-24,120.42
Capsicum,Ramanagara,2026-02-24,117.95
Capsicum,Hassan,2026-02-24,113.92
Capsicum,Chikkamagaluru,2026-02-24,126.09
Capsicum,Kodagu,2026-02-24,106.14
Capsicum,Dakshina Kannada,2026-02-24,112.98
Capsicum,Udupi,2026-02-24,110.96
Capsicum,Uttara Kannada,2026-02-24,121.13
Capsicum,Shivamogga,2026-02-24,117.11
Capsicum,Davangere,2026-02-24,111.83
Capsicum,Chitradurga,2026-02-24,135.67
Capsicum,Ballari,2026-02-24,106.55
Capsicum,Koppal,2026-02-24,97.93
Capsicum,Raichur,2026-02-24,115.27
Capsicum,Kalaburagi,2026-02-24,119.32
Capsicum,Yadgir,2026-02-24,104.08
Capsicum,Bidar,2026-02-24,105.4
Capsicum,Vijayapura,2026-02-24,105.25
Capsicum,Bagalkot,2026-02-24,113.45
Capsicum,Belagavi,2026-02-24,105.98
Capsicum,Dharwad,2026-02-24,120.23
Capsicum,Gadag,2026-02-24,100.4
Capsicum,Haveri,2026-02-24,127.01
Cotton,Bangalore Urban,2026-02-24,82.93
Cotton,Bangalore Rural,2026-02-24,90.93
Cotton,Mysuru,2026-02-24,84.91
Cotton,Mandya,2026-02-24,92.34
Cotton,Tumakuru,2026-02-24,97.81
Cotton,Kolar,2026-02-24,90.66
Cotton,Chikkaballapur,2026-02-24,84.72
Cotton,Ramanagara,2026-02-24,95.71
Cotton,Hassan,2026-02-24,99.11
Cotton,Chikkamagaluru,2026-02-24,90.16
Cotton,Kodagu,2026-02-24,103.69
Cotton,Dakshina Kannada,2026-02-24,100.82
Cotton,Udupi,2026-02-24,87.24
Cotton,Uttara Kannada,2026-02-24,106.35
Cotton,Shivamogga,2026-02-24,94.28
Cotton,Davangere,2026-02-24,79.61
Cotton,Chitradurga,2026-02-24,90.69
Cotton,Ballari,2026-02-24,82.45
Cotton,Koppal,2026-02-24,77.8
Cotton,Raichur,2026-02-24,95.97
Cotton,Kalaburagi,2026-02-24,94.74
Cotton,Yadgir,2026-02-24,85.68
Cotton,Bidar,2026-02-24,86.78
Cotton,Vijayapura,2026-02-24,85.68
Cotton,Bagalkot,2026-02-24,87.31
Cotton,Belagavi,2026-02-24,91.82
Cotton,Dharwad,2026-02-24,94.67
Cotton,Gadag,2026-02-24,91.9
Cotton,Haveri,2026-02-24,88.58
Sugarcane,Bangalore Urban,2026-02-24,8.42
Sugarcane,Bangalore Rural,2026-02-24,7.1
Sugarcane,Mysuru,2026-02-24,8.88
Sugarcane,Mandya,2026-02-24,7.63
Sugarcane,Tumakuru,2026-02-24,8.47
Sugarcane,Kolar,2026-02-24,7.2
Sugarcane,Chikkaballapur,2026-02-24,7.33
Sugarcane,Ramanagara,2026-02-24,7.54
Sugarcane,Hassan,2026-02-24,8.6
Sugarcane,Chikkamagaluru,2026-02-24,7.01
Sugarcane,Kodagu,2026-02-24,8.76
Sugarcane,Dakshina Kannada,2026-02-24,8.65
Sugarcane,Udupi,2026-02-24,7.57
Sugarcane,Uttara Kannada,2026-02-24,6.91
Sugarcane,Shivamogga,2026-02-24,8.13
Sugarcane,Davangere,2026-02-24,7.56
Sugarcane,Chitradurga,2026-02-24,8.65
Sugarcane,Ballari,2026-02-24,7.84
Sugarcane,Koppal,2026-02-24,7.89
Sugarcane,Raichur,2026-02-24,7.59
Sugarcane,Kalaburagi,2026-02-24,8.26
